"title","mail","summary"
"Møteplanlegging i London","Vi ønsker å planlegge et møte med deg og dine kolleger i London for å diskutere muligheter for å utvide samarbeidet og utforske nye markeder. Ta kontakt med oss for å avtale tidspunkt. Keyence ledelse.","Møteplanlegging i London fra Keyence ledelse."
"Potensielt samarbeid i San Francisco","Vi har identifisert en mulig samarbeidsmulighet i San Francisco og tror din bedrift kan bidra til å gjøre dette til en suksess. Ta kontakt med oss hvis du er interessert i å diskutere mulighetene nærmere. Meituan samarbeid.","Potensielt samarbeid i San Francisco fra Meituan samarbeid."
"Invitasjon til møte i New York","Vi ønsker å invitere deg til et møte i New York for å diskutere muligheter for å samarbeide videre. Vi ser frem til å høre dine tanker om dette og vil gjerne avtale en tid som passer for alle parter. Texas Instruments ledelse.","Invitasjon til møte i New York fra Texas Instruments ledelse."
"Fremtidig prosjekt i Tokyo","Vi ønsker å informere deg om et fremtidig prosjekt i Tokyo som vil fokusere på utvikling av nye teknologier og tjenester innen vår bransje. Ta kontakt med oss hvis du er interessert i å diskutere mulighetene nærmere. QUALCOMM innovasjon.","Fremtidig prosjekt i Tokyo fra QUALCOMM innovasjon."
"Mulighet for samarbeid i Sydney","Vi vil informere deg om en mulighet for samarbeid i Sydney. Vi har identifisert et spennende marked i Sydney og tror din bedrift kan bidra til å gjøre dette til en suksess. Ta kontakt med oss hvis du er interessert i å diskutere mulighetene nærmere. Netflix ledelse.","Mulighet for samarbeid i Sydney fra Netflix ledelse."
"Møteplanlegging på grunn av trafikkork i Oslo","Vi ønsker å planlegge et møte med deg og dine kolleger i Oslo på grunn av trafikkork. Vi vil sørge for at møtet holdes på et tidspunkt med minst mulig trafikk. Ta kontakt med oss for å avtale tidspunkt. Med vennlig hilsen, Broadcom ledelse.","Møteplanlegging i Oslo på grunn av trafikkork fra Broadcom ledelse."
"Utsettelse av møte på grunn av trafikkork i Stockholm","Vi må dessverre utsette vårt møte i Stockholm på grunn av trafikkork. Vi beklager ulempen dette medfører og vil ta kontakt med deg så snart vi har funnet en ny tid. Med vennlig hilsen, TSMC ledelse.","Utsettelse av møte i Stockholm på grunn av trafikkork fra TSCM ledelse."
"Møteplanlegging på grunn av trafikkork i Madrid","Vi ønsker å planlegge et møte med deg og dine kolleger i Madrid på grunn av trafikkork. Vi vil sørge for at møtet holdes på et tidspunkt med minst mulig trafikk. Ta kontakt med oss for å avtale tidspunkt. Med vennlig hilsen, Tesla ledelse.","Møteplanlegging i Madrid på grunn av trafikkork fra Tesla ledelse."
"Endring av møtetidspunkt på grunn av trafikkork i Paris","Vi må dessverre endre tidspunktet for vårt møte i Paris på grunn av trafikkork. Vi har funnet en ny tid som vi håper passer for deg og vil sende deg en oppdatert invitasjon. Med vennlig hilsen, Amazon ledelse.","Endring av møtetidspunkt i Paris på grunn av trafikkork fra Amazon ledelse."
"Forsinket ankomst til møte i London på grunn av trafikkork","Vi vil informere deg om at vi vil bli forsinket til møtet i London på grunn av trafikkork. Vi beklager ulempen dette medfører og vil gjøre vårt beste for å komme frem så raskt som mulig. Med vennlig hilsen, Baidu ledelse.","Forsinket ankomst til møte i London på grunn av trafikkork fra Baidu ledelse."
"Forsinket leveranse på grunn av trafikkork i Bergen","Vi må dessverre informere deg om at leveransen vil bli forsinket på grunn av trafikkork i Bergen. Vi jobber med å få varene levert så raskt som mulig og vil oppdatere deg så snart vi har mer informasjon. Med vennlig hilsen, Adyen logistikk.","Forsinket leveranse på grunn av trafikkork i Bergen fra Adyen logistikk."
"Endret reiserute på grunn av trafikkork i Trondheim","Vi vil informere deg om at vår reiserute er endret på grunn av trafikkork i Trondheim. Vi har funnet en alternativ rute og vil ankomme destinasjonen som planlagt. Med vennlig hilsen, Snowflake reiseledelse.","Endret reiserute på grunn av trafikkork i Trondheim fra Snowflake reiseledelse."
"Forsinket ankomst til avtalt møte i Stavanger på grunn av trafikkork","Vi vil informere deg om at vi vil bli forsinket til vårt avtalte møte i Stavanger på grunn av trafikkork. Vi beklager ulempen dette medfører og vil gjøre vårt beste for å komme frem så raskt som mulig. Med vennlig hilsen, Sea ledelse.","Forsinket ankomst til møte i Stavanger på grunn av trafikkork fra Sea ledelse."
"Endret tidspunkt for levering på grunn av trafikkork i Oslo","Vi må dessverre endre tidspunktet for leveringen på grunn av trafikkork i Oslo. Vi har funnet en ny tid som vi håper passer for deg og vil ta kontakt for å avtale nærmere. Med vennlig hilsen, Arista logistikk.","Endret tidspunkt for levering på grunn av trafikkork i Oslo fra Arista logistikk."
"Forsinket avgang på grunn av trafikkork i Drammen","Vi vil informere deg om at avgangen vil bli forsinket på grunn av trafikkork i Drammen. Vi beklager ulempen dette medfører og vil gjøre vårt beste for å minimere forsinkelsen. Med vennlig hilsen, Block transport.","Forsinket avgang på grunn av trafikkork i Drammen fra Block transport."
"Fisketur på Hardangervidda","Vi vil gjerne invitere deg med på en fisketur til Hardangervidda. Her kan du oppleve den fantastiske naturen samtidig som du fisker i flotte omgivelser. Ta kontakt med oss for å avtale nærmere. Med vennlig hilsen, TE turarrangør.","Fisketur på Hardangervidda fra TE turarrangør."
"Fiskekonkurranse i Lofoten","Vi ønsker å invitere deg til å delta i en fiskekonkurranse i Lofoten. Her kan du konkurrere med andre fiskeentusiaster og ha en flott opplevelse i vakre omgivelser. Ta kontakt med oss for å melde deg på. Med vennlig hilsen, Murata sportsarrangør.","Fiskekonkurranse i Lofoten fra Murata sportsarrangør."
"Fiskeutstyr på tilbud","Vi har nå en spesiell kampanje på fiskeutstyr hvor du kan få opptil 50% rabatt på utvalgte produkter. Ta en titt på vår nettside for å se hva som er tilgjengelig. Med vennlig hilsen, Salma sportsbutikk.","Fiskeutstyr på tilbud fra Salma sportsbutikk."
"Fiskeguide i Bergen","Vi tilbyr nå en fiskeguide som kan ta deg med på en fantastisk fiskeopplevelse i Bergen. Vår guide har lang erfaring og vil gi deg en minnerik opplevelse. Ta kontakt med oss for å avtale nærmere. Med vennlig hilsen, UT turarrangør.","Fiskeguide i Bergen fra UT turarrangør."
"Fiskecamp på Røst","Vi vil gjerne invitere deg til en fiskecamp på Røst. Her kan du oppleve fantastisk fiske samtidig som du bor i flotte hytter og nyter naturen. Ta kontakt med oss for å avtale nærmere. Med vennlig hilsen, UtPåTur turarrangør.","Fiskecamp på Røst fra UtPåTur turarrangør."
"Oppdatering på prosjektstatus","Hei sjef, jeg ville gi deg en rask oppdatering på prosjektstatusen. Vi er nå halvveis i prosjektet og ting går bra så langt. Vi har imidlertid støtt på noen utfordringer som vi jobber med å løse, men jeg vil holde deg oppdatert når vi gjør fremskritt. Vennlig hilsen, Birgit","Oppdatering på prosjektstatus fra Lina: Gir en rask oppdatering på prosjektstatusen og informerer om at det har vært noen utfordringer som de jobber med å løse."
"Spørsmål angående budsjettet","Hei sjef, jeg har noen spørsmål angående budsjettet for prosjektet. Jeg vil gjerne diskutere noen endringer jeg tror kan være fordelaktige for å maksimere effektiviteten og redusere kostnadene. Kan vi avtale et møte for å diskutere dette? Med vennlig hilsen, Aase","Spørsmål angående budsjettet fra Iselin: Spør om å diskutere noen endringer i budsjettet som kan maksimere effektiviteten og redusere kostnadene."
"Forespørsel om opplæring","Hei sjef, jeg vil gjerne be om opplæring i noen nye programvareverktøy som jeg tror vil være nyttige for prosjektene mine. Kan du gi meg noen anbefalinger og hjelpe meg med å sette opp en opplæringsplan? Med vennlig hilsen, Elsa","Forespørsel om opplæring fra Lill: Ber om opplæring i noen nye programvareverktøy og spør om hjelp til å sette opp en opplæringsplan."
"Behov for ekstra ressurser","Hei sjef, jeg ville bare gi deg en oppdatering på prosjektstatusen og informere deg om at vi trenger noen ekstra ressurser for å kunne fullføre prosjektet til tidsfristen. Kan vi diskutere mulighetene for å tilføre flere ansatte eller midler til prosjektet? Med vennlig hilsen, Ellinor","Behov for ekstra ressurser fra Rikke: Informerer om behovet for ekstra ressurser for å kunne fullføre prosjektet til tidsfristen og spør om mulighetene for å tilføre flere ansatte eller midler."
"Forespørsel om ferie","Hei sjef, jeg vil gjerne be om ferie i en uke i mai. Jeg vil sørge for at alle oppgaver og prosjekter blir fulgt opp før jeg drar, og at alt er på stell når jeg kommer tilbake. Kan vi diskutere dette videre og avklare om dette er mulig? Med vennlig hilsen, Helle","Forespørsel om ferie fra Helen: Ber om ferie i en uke i mai og forsikrer om at alt vil være på stell før og etter fraværet."
"Svar på kundestøtteforespørsel","Hei Kai, takk for din henvendelse. Vi beklager problemene du har hatt med produktet ditt, og vi vil gjøre alt vi kan for å hjelpe deg. Kan du gi oss mer informasjon om problemet, så kan vi gi deg bedre assistanse? Vennlig hilsen, Sony kundestøtte","Svar på kundestøtteforespørsel fra Sony kundestøtte: Tilbyr hjelp og ber om mer informasjon for å gi bedre assistanse."
"Bekreftelse på bestilling","Hei Kai, takk for at du bestilte TV-skjerm. Vi kan bekrefte at bestillingen din er mottatt og vil bli behandlet innen 24 timer. Du vil motta en e-post med sporingsinformasjon når produktet er sendt. Takk for at du valgte Sony. Vennlig hilsen, Sony kundestøtte","Bekreftelse på bestilling fra Sony kundestøtte: Bekrefter at bestillingen er mottatt og vil bli behandlet innen 24 timer, og informerer om at sporingsinformasjon vil bli sendt når produktet er sendt."
"Råd om produktvalg","Hei Sander, takk for at du kontakter oss angående produktvalg. Vi anbefaler Logitech sin XXL musematte for ditt behov, da det er kjent for å ha god kvalitet og ytelse. Ta gjerne kontakt med oss hvis du har flere spørsmål eller trenger ytterligere hjelp. Vennlig hilsen, Sony kundestøtte","Råd om produktvalg fra Sony kundestøtte: Anbefaler Logitech sin XXL musematte for kundens behov og tilbyr ytterligere hjelp."
"Oppdatering om produktlansering","Hei Amari, vi vil informere deg om vår kommende produktlansering av sneakers. Dette produktet vil ha flere forbedrede funksjoner og vi er sikre på at du vil finne det interessant. Hold utkikk etter mer informasjon på vår nettside og sosiale medier-kanaler. Vennlig hilsen, Sony kundestøtte","Oppdatering om produktlansering fra Sony kundestøtte: Informerer om kommende produktlansering av sneakers med forbedrede funksjoner og oppfordrer kunden til å holde utkikk etter mer informasjon."
"Velkommen til SATS","Hei Chris Davids, vi ønsker deg velkommen til SATS og takker for at du har valgt oss som din treningspartner. Vi håper du vil trives og få mest mulig ut av treningstilbudet vårt. Ta gjerne kontakt med oss hvis du har spørsmål eller trenger hjelp. Vennlig hilsen, SATS kundeservice","Velkommen til SATS fra SATS kundeservice: Ønsker kunden velkommen og informerer om at de er tilgjengelige for hjelp."
"Treningsøkter som passer deg","Hei Alf, takk for at du trener hos SATS. Vi vil hjelpe deg med å få mest mulig ut av treningen din ved å tilby økter som passer dine individuelle behov og målsettinger. Ta kontakt med oss, så vil vi finne den perfekte økten for deg. Vennlig hilsen, SATS kundeservice","Treningsøkter som passer deg fra SATS kundeservice: Informerer om at de tilbyr økter som passer kundens individuelle behov og målsettinger og oppfordrer kunden til å ta kontakt for å finne den perfekte økten."
"Oppdatering på medlemskapet ditt","Hei Balder, vi vil informere deg om at medlemskapet ditt går ut om en uke. Vi vil gjerne beholde deg som medlem, så ta kontakt med oss hvis du vil fornye medlemskapet ditt eller har spørsmål om alternativene. Vennlig hilsen, SATS kundeservice","Oppdatering på medlemskapet ditt fra SATS kundeservice: Informerer om at medlemskapet går ut om en uke og oppfordrer kunden til å ta kontakt hvis de ønsker å fornye eller har spørsmål om alternativene."
"Tilbud på PT-timer","Hei Lucas, vi har en spesiell kampanje på PT-timer denne uken, og vil gjerne tilby deg en rabatt på din første PT-time. Dette er en flott mulighet til å få personlig oppfølging og hjelp med å nå dine treningsmål. Ta kontakt med oss for mer informasjon og for å bestille din første PT-time. Vennlig hilsen, SATS kundeservice","Tilbud på PT-timer fra SATS kundeservice: Informerer om kampanje på PT-timer og tilbyr kunden en rabatt på sin første time samt oppfordrer kunden til å ta kontakt for mer informasjon."
"Ukens tilbud og inspirasjon","Hei Amalie, vi vil gjerne presentere deg for ukens tilbud og inspirasjon fra Meny. I vår ukentlige papiravis finner du gode tilbud på sesongens råvarer, sunne middagsoppskrifter og spennende matnyheter. Besøk din lokale Meny-butikk for å få tak i avisen, eller sjekk ut tilbudene på vår nettside. Vennlig hilsen, Meny kundeservice","Ukens tilbud og inspirasjon fra Meny kundeservice: Informerer om ukens tilbud og inspirasjon i den ukentlige papiravisen og oppfordrer kunden til å besøke en Meny-butikk eller sjekke ut tilbudene på nettsiden."
"Tilbud på kjøttvarer","Hei Eva, denne uken har vi tilbud på et utvalg av våre beste kjøttvarer, inkludert biff, kylling og svin. Besøk din lokale Meny-butikk for å sjekke ut tilbudene og få tips om hvordan du kan tilberede deilige og sunne måltider. Vennlig hilsen, Meny kundeservice","Tilbud på kjøttvarer fra Meny kundeservice: Informerer om tilbud på utvalgte kjøttvarer og oppfordrer kunden til å besøke en Meny-butikk for å sjekke ut tilbudene og få tips om tilberedning."
